word,synonym,haiku
MOUSE,Rodent,"Small squeaker hides well / Cheese temptation leads to trap / Tiny and quite quick"
KNEEL,Bow,"Knees meet the ground now / Submission shown through posture / Reverence in stance"
AGILE,Nimble,"Quick and light on feet / Movement flows without effort / Graceful in motion"
JAZZY,Flashy,"Style turned up high / Pizzazz in every detail / Flair that catches eyes"
HUMID,Muggy,"Air thick with moisture / Sweat forms without any work / Sticky atmosphere"
NANNY,Caretaker,"Children in her charge / Professional parent help / Watching while you're gone"
BEAST,Animal,"Creature wild and strong / Nature's force embodied here / Untamed power lives"
ENNUI,Boredom,"Listless feeling spreads / Nothing seems to interest now / Existential tired"
SCOUT,Explorer,"Ahead of the rest / Looking for what waits beyond / Reconnaissance done"
HATER,Critic,"Negativity flows / Finding fault is the purpose / Kindness not the goal"
CRUMB,Morsel,"Tiny piece remains / What's left after eating done / Fragment of the whole"
BALSA,Wood,"Lightest lumber floats / Model planes need this material / Weight almost nothing"
AGAIN,Repeat,"One more time around / What happened happens anew / Recurrence returns"
GUARD,Protect,"Standing watch with care / Safety is the mission here / Defense never sleeps"
WRONG,Incorrect,"Not the right answer / Error has been committed / Mistake plain to see"
PLUNK,Drop,"Falling with a sound / Landing without much finesse / Down it goes with noise"
CRIME,Offense,"Law has been broken / Justice seeks the perpetrator / Society wronged"
MAYBE,Perhaps,"Possibility / Neither yes nor no for now / Uncertainty speaks"
STRAP,Belt,"Band holds things in place / Fastening across the load / Secure attachment"
RANCH,Farm,"Cattle roam the land / Western spread beneath big sky / Cowboys work the herd"
SHYLY,Timidly,"Hesitant approach / Confidence not yet arrived / Bashful in the stance"
KAZOO,Instrument,"Hum becomes the buzz / Simple music maker waits / Paper adds the fuzz"
FROST,Ice,"Cold crystals form up / Morning shows the freeze's work / Winter paints in white"
CRANE,Lift,"Arm swings through the sky / Heavy loads moved through the air / Construction's helper"
TASTE,Flavor,"Tongue interprets food / Sensation tells the story / Palate makes the call"
COVET,Desire,"Wanting what's not yours / Jealousy eyes the neighbor / Envy makes its home"
GRAND,Magnificent,"Impressive in scale / Larger than the ordinary / Splendid to behold"
RODEO,Show,"Cowboys test their skill / Bucking broncos throw the brave / Western spectacle"
GUEST,Visitor,"Welcome to this place / Someone here but not from here / Hospitality"
ABOUT,Concerning,"On the topic of / Regarding what we discuss / Subject at the hand"
TRACT,Parcel,"Land defined by bounds / Area measured and mapped / Territory marked"
DINER,Restaurant,"Booths line the windows / Comfort food served with coffee / American classic"
STRAW,Tube,"Liquid rises up / Sipping made more convenient / Beverage delivery"
BLEEP,Beep,"Sound censors the word / Electronic tone replaces / Obscenity hidden"
MOSSY,Verdant,"Green carpet covers / Soft growth claims the forest floor / Moisture loving spread"
HOTEL,Inn,"Rooms rented for night / Travelers find rest inside / Temporary home"
IRATE,Angry,"Fury fills the face / Patience has completely gone / Temper lost control"
VENOM,Poison,"Fangs deliver death / Toxin flows into the wound / Snake's deadly weapon"
WINDY,Breezy,"Air moves with great force / Trees bend to the gusting push / Hats fly off the heads"
DONUT,Pastry,"Ring of fried dough waits / Glaze or sprinkles top it off / Sweet breakfast tempts"
COWER,Cringe,"Shrinking back in fear / Making smaller to avoid / Terror shows its face"
ENTER,Join,"Coming through the door / Transition from out to in / Arrival complete"
FOLLY,Foolishness,"Wisdom took the day off / Poor judgment leads the choices / Mistake in the making"
EARTH,World,"Planet of our birth / Soil beneath the walking feet / Home to all we know"
WHIRL,Spin,"Rotation takes hold / Everything becomes a blur / Round and round it goes"
BARGE,Vessel,"Flat boat carries loads / River commerce floats along / Freight upon the water"
FIEND,Devil,"Evil takes a form / Malice given shape and breath / Wickedness personified"
CRONE,Hag,"Age has bent the frame / Wisdom or wickedness waits / Old woman persists"
TOPAZ,Gem,"Yellow crystal gleams / November's birthstone shines bright / Precious from the earth"
DROOP,Sag,"Gravity wins here / Energy has left the form / Wilting toward the ground"
FLYER,Pamphlet,"Paper spreads the word / Advertising handed out / Message distributed"
TONIC,Remedy,"Cure-all in a bottle / Refreshment that restores / Medicine or drink"
FLANK,Side,"Position to the edge / Not the front and not the back / Lateral approach"
BURLY,Brawny,"Built thick and rugged / Strength shows in every muscle / Powerful physique"
FROZE,Solidified,"Motion stopped by cold / Liquid turned to solid state / Temperature won"
WHALE,Cetacean,"Ocean giant sings / Largest creature in the sea / Majestic and vast"
HOBBY,Pastime,"Leisure fills the hours / What you do because you want / Joy in the pursuit"
WHEEL,Disc,"Round invention rolls / Civilization built on this / Transportation's base"
HEART,Core,"Beating in the chest / Blood pumped to every corner / Love lives in this space"
DISCO,Dance,"Mirror ball spins light / Seventies groove fills the floor / Boogie through the night"
ETHOS,Character,"Spirit of a people / Values that define the group / Cultural essence"
CURLY,Wavy,"Spirals form the strands / Hair with natural bounce / Ringlets frame the face"
BATHE,Wash,"Water cleanses all / Soap and scrub remove the grime / Hygiene satisfied"
STYLE,Fashion,"Way of doing things / Personal expression shows / Distinctive approach"
TENTH,Ordinal,"After nine comes this / Position in the lineup / Nearly at the end"
BEGET,Produce,"Creating the next / Parent brings forth the offspring / Generation made"
PARTY,Celebration,"Gathering for fun / Festive atmosphere prevails / Good times shared by all"
CHART,Graph,"Data visualized / Information made to see / Numbers become shapes"
ANODE,Electrode,"Positive terminal / Current flows into this point / Battery's component"
POLYP,Growth,"Small bump emerges / Tissue that should not be there / Medical concern"
BROOK,Stream,"Small water flows past / Gentle current makes its way / Creek babbles along"
BULLY,Tormentor,"Power used to harm / Intimidation rules / Cruelty delivered"
LOVER,Partner,"Heart given to one / Romantic connection deep / Affection expressed"
EMPTY,Vacant,"Nothing fills the space / Contents have departed here / Hollow remains now"
HELLO,Greeting,"First word at the meeting / Welcome opens the exchange / Friendly start begins"
QUICK,Fast,"Speed in the motion / No delay in getting done / Rapid execution"
WRATH,Fury,"Anger unleashed full / Vengeance seeks its target now / Rage without restraint"
SNAKY,Winding,"Curves like serpent moves / Path that will not go straight / Twisting through the way"
INDEX,Catalog,"Organized listing / Finding things made easier / Reference compiled"
SCRUB,Clean,"Friction does the work / Elbow grease removes the dirt / Spotless is the goal"
AMISS,Wrong,"Something is not right / Out of order or of place / Error has occurred"
EXACT,Precise,"No variation / Accurate to the detail / Correct completely"
MAGMA,Lava,"Molten rock below / Earth's blood boils underground / Volcano's source"
QUEST,Journey,"Seeking something more / Adventure with a purpose / Mission undertaken"
BEACH,Shore,"Sand meets the water / Waves lap at the sunlit coast / Vacation awaits"
SPICE,Seasoning,"Flavor enhanced here / Cooking needs this element / Taste transformed by this"
VERVE,Energy,"Vitality shows / Enthusiasm overflows / Spirit animated"
WORDY,Verbose,"Too many words used / Brevity is not the goal / Length exceeds the need"
OCEAN,Sea,"Vast blue covers earth / Salt water stretches so far / Depths unknown to most"
CHOIR,Chorus,"Voices join as one / Harmony fills up the space / Singing all together"
PEACE,Calm,"Conflict has resolved / Tranquility settles down / Serenity reigns"
WRITE,Compose,"Pen moves on the page / Thoughts transferred to written form / Words become the text"
CAPER,Antic,"Playful leap takes off / Mischief fuels the escapade / Fun in the scheme"
AUDIO,Sound,"What ears can perceive / Recording captures the waves / Listening made possible"
BRIDE,Spouse,"Walking down the aisle / White dress marks the special day / Marriage begins here"
SPACE,Room,"Emptiness between / Area available here / Void waiting to fill"
ONION,Bulb,"Layers peel with tears / Pungent vegetable waits / Cooking's foundation"
AWAIT,Expect,"Patience holds its ground / What comes has not yet arrived / Anticipation"
GIDDY,Dizzy,"Lightheaded with joy / Excitement spins the senses / Happy past control"
BIRCH,Tree,"White bark peels in strips / Northern forests grow this wood / Paper from the tree"
GNASH,Grind,"Teeth clash together / Frustration or anger shows / Jaw works out the rage"
DWELL,Reside,"Making home in place / Living in the location / Residence established"
ROUSE,Wake,"Stirring from the sleep / Energy returning now / Alertness arrives"
LUCKY,Fortunate,"Chance favors this one / Good things happen without cause / Fortune smiles on them"
QUOTE,Cite,"Words borrowed with credit / Someone else said it first / Attribution given"
OLDER,Elder,"More years than before / Time has added to the count / Aging continues"
WHISK,Stir,"Wires spin through mix / Air incorporated fast / Batter becomes light"
CLEAR,Transparent,"Nothing blocks the view / Visibility complete / Obvious to see"
RAYON,Fabric,"Synthetic silk flows / Manufactured fiber drapes / Clothing material"
EXERT,Apply,"Effort pushed outward / Force directed at the task / Energy expended"
ANGEL,Spirit,"Wings carry the light / Divine messenger appears / Heaven sends its voice"
MUSIC,Melody,"Notes arrange in time / Sound becomes the art of ears / Rhythm moves the soul"
FRANK,Candid,"Honesty direct / No sugarcoating the truth / Blunt but sincere"
CLOSE,Near,"Distance almost gone / Proximity achieved here / Separation small"
SNARE,Trap,"Catching what comes near / Device waits for the unwary / Capture mechanism"
STONE,Rock,"Solid earth compressed / Hard material persists / Foundation beneath"
BRUSH,Sweep,"Bristles do the work / Light contact moves things along / Quick strokes clean or paint"
CAROL,Song,"Christmas melody / Voices lift the festive tune / Holiday music"
RIGHT,Correct,"Accurate and true / The proper way it should be / No error present"
ROCKY,Stony,"Terrain rough with stones / Ground uneven to traverse / Hard landscape awaits"
LOYAL,Faithful,"Devotion stands firm / True to the commitment made / Trust never broken"
SMILE,Grin,"Lips curve with delight / Face shows happiness inside / Expression of joy"
COACH,Trainer,"Teaching through the game / Guidance leads to better play / Mentor on the field"
AZURE,Blue,"Sky color named here / Clear day painted in this hue / Bright and beautiful"
DADDY,Father,"First word for many / Parent who provides and loves / Family foundation"
BERET,Cap,"Flat hat tilts with style / French fashion sits on the head / Artistic headwear"
MERRY,Cheerful,"Joy fills every word / Holiday spirit alive / Happiness expressed"
WHILE,During,"Time passing along / Concurrent with something else / Meanwhile continues"
SPURT,Gush,"Sudden flow erupts / Liquid escapes with some force / Burst of the liquid"
BUNCH,Cluster,"Gathered all together / Group assembled in one place / Collection combined"
CHIME,Ring,"Bell tones fill the air / Musical announcement sounds / Time or door proclaimed"
VIOLA,Instrument,"Strings deeper than violin / Orchestra needs this voice / Middle range beauty"
BINGE,Excess,"Too much all at once / Moderation left behind / Overindulgence"
TRUTH,Fact,"What actually is / Reality without disguise / Honesty revealed"
SNAIL,Mollusk,"Slow crawl leaves a trail / Shell home carried on the back / Patient progress made"
SKUNK,Animal,"Black and white warning / Spray defends against all threats / Odor unforgettable"
KNELT,Bowed,"Knees touched the ground then / Past tense of the reverence / Submission was shown"
UNCLE,Relative,"Parent's brother waits / Family connection stands / Niece and nephew's friend"
AGENT,Representative,"Acting for another / Business done on their behalf / Proxy with a purpose"
LEAKY,Dripping,"Seal has failed its job / Liquid escapes where it shouldn't / Repair needed soon"
GRAPH,Chart,"Data made visual / Numbers turned to lines and bars / Information shown"
ADULT,Grownup,"Childhood left behind / Maturity arrived here / Responsibilities"
MERCY,Grace,"Compassion prevails / Punishment set aside now / Forgiveness given"
SPLAT,Smack,"Impact makes its mark / Landing wet and very flat / Mess upon arrival"
OCCUR,Happen,"Event takes its place / Something comes to be right now / Reality emerges"
SMIRK,Grin,"Self-satisfaction shows / Smile that knows too much / Smugness on the face"
GIVEN,Granted,"Provided to you / What was offered now received / Assumption established"
TEMPO,Pace,"Speed of the music / Rhythm's rate established here / Beat per minute counts"
CAUSE,Reason,"Why it happened so / Source of the effect observed / Origin of outcome"
RETRY,Repeat,"Another attempt / Failure didn't end it all / Trying once again"
PIQUE,Annoy,"Irritation sparked / Pride wounded just a little / Interest or offense"
NOBLE,Honorable,"Character so high / Virtue defines the person / Worthy of respect"
MASON,Builder,"Stone upon stone laid / Craft of building brick by brick / Walls rise through the skill"
PHONY,Fake,"Not the real thing here / Imitation tries to fool / Authenticity gone"
GRAIL,Chalice,"Holy cup of legend / Knights sought this sacred vessel / Quest's ultimate goal"
BLEAK,Grim,"Hope is hard to find / Outlook dark and cheerless here / Dreary to behold"
NOISE,Racket,"Sound without the music / Unwanted audio fills / Disruption to ears"
UNTIL,Before,"Up to that point waits / Time boundary established / Limit set in place"
ARDOR,Passion,"Fervor burns inside / Enthusiasm overflow / Zeal fuels the effort"
MANIA,Obsession,"Fixation takes hold / Extreme interest consumes / Beyond normal bounds"
FLARE,Blaze,"Light bursts outward bright / Signal or the anger shown / Sudden brightness comes"
TRADE,Exchange,"Value swapped for value / Commerce at its basic form / Business conducted"
LIMIT,Boundary,"Edge of what's allowed / No further than this point here / Restriction in place"
NINJA,Warrior,"Shadow fighter moves / Stealth and skill combined as one / Silent deadly force"
GLAZE,Coating,"Shiny layer forms / Surface gets its glossy look / Finish applied smooth"
LEASH,Lead,"Tether keeps control / Freedom bounded by the length / Walking the pet safe"
ACTOR,Performer,"Stage becomes their world / Pretending for the audience / Character assumed"
MEANT,Intended,"Purpose was in mind / Significance attached here / Designed to convey"
GREEN,Verdant,"Color of the growth / Nature's hue most abundant / Life shows in this shade"
SASSY,Bold,"Attitude on display / Confidence with extra spice / Spirit unrestrained"
SIGHT,Vision,"Eyes perceive the scene / Visual information comes / Seeing is believing"
TRUST,Faith,"Reliance placed in / Confidence that won't be betrayed / Belief in the good"
TARDY,Late,"Behind schedule now / Punctuality has failed / Arrival delayed"
THINK,Ponder,"Mind works on the problem / Cognition engaged full / Mental effort made"
QUEUE,Line,"Waiting turn in order / One behind another stands / Patience required here"
CANDY,Sweet,"Sugar shaped to please / Confection tempts the young ones / Treat for the deserving"
PIANO,Keyboard,"Hammers strike the strings / Black and white keys make the song / Music from the hands"
PIXEL,Dot,"Smallest screen unit / Picture built from many points / Digital detail"
QUEEN,Monarch,"Crown upon her head / Royalty in feminine / Ruler of the realm"
THROW,Hurl,"Arm propels the object / Flight path started by the hand / Distance achieved through force"
GUIDE,Lead,"Showing others how / Direction provided here / Navigation help"
SOLID,Firm,"State without the flow / Molecules packed tight and still / Neither gas nor liquid"
TAWNY,Tan,"Brownish orange hue / Lion's color in the sun / Warmth in the shade"
SCOPE,Range,"Extent of the view / How far the coverage goes / Boundaries of vision"
SUSHI,Fish,"Rice and seafood meet / Japanese cuisine delights / Fresh and beautiful"
RESIN,Sap,"Sticky substance flows / Tree produces this for wounds / Amber starts as this"
TAKEN,Seized,"Possession transferred / What was there is now removed / Claimed by someone else"
GENRE,Category,"Style defines the group / Classification by the type / Art form organized"
ADAPT,Adjust,"Change to fit the new / Flexibility applied / Survival requires this"
WORST,Lowest,"Bottom of the rank / Quality at minimum / Nothing could be worse"
YOUNG,Youthful,"Years not yet many / Early in the life journey / Age still very low"
WOMAN,Lady,"Adult feminine / Half of humankind defined / Gender identity"
SLEEP,Rest,"Consciousness departs / Body and mind recover / Night's necessary gift"
SHARP,Keen,"Edge ready to cut / Point prepared to pierce through / Blade honed to perfection"
SHIFT,Move,"Position changes here / Transition from one to next / Adjustment occurs"
CHAIN,Links,"Connected circles / Strength through many joined as one / Binding that holds fast"
HOUSE,Dwelling,"Structure holds the home / Walls and roof provide the shelter / Where the living happens"
THESE,Those,"Pointing to the near / Reference to what's close at hand / Indicating presence"
SPENT,Used,"Resources depleted / Energy has been consumed / Nothing left to give"
WOULD,Might,"Conditional waits / Possibility expressed / If circumstances changed"
TOPIC,Subject,"What we talk about / Theme under the discussion / Focus of attention"
GLOBE,Sphere,"Round world represented / Ball shows all the continents / Earth made to hold"
BACON,Meat,"Pork strips sizzle crisp / Breakfast favorite everywhere / Fat renders to flavor"
FUNNY,Humorous,"Laughter is the goal / Comedy succeeds right here / Amusement achieved"
TABLE,Surface,"Flat top waits for use / Furniture for work or eat / Legs support the top"
SMALL,Tiny,"Size below the norm / Dimensions less than expected / Little in measure"
BUILT,Constructed,"Made through effort now / Creation completed here / Structure established"
TOUCH,Feel,"Contact made with skin / Sensation through the fingers / Physical connection"
SLOPE,Incline,"Angle from the flat / Ground rises or falls away / Grade of the terrain"
GRACE,Elegance,"Beauty in the movement / Poise that seems without effort / Divine favor too"
EVOKE,Summon,"Bringing forth the feeling / Memory called from the depths / Response triggered here"
PHONE,Device,"Connection in hand / Communication portable / Calls and more now wait"
DAISY,Flower,"White petals ring yellow / Simple beauty in the field / Cheerful blossom grows"
LEARN,Study,"Knowledge acquisition / Mind takes in what wasn't known / Growth through understanding"
CHILD,Youth,"Young one grows and plays / Life at its beginning stage / Innocence still whole"
THREE,Number,"After two comes this / Trio makes the counting grow / Digits on one hand"
SALTY,Briny,"Sodium on tongue / Ocean flavor dominates / Seasoning too much"
MURAL,Painting,"Wall becomes the canvas / Art at architectural scale / Story on the surface"
AGING,Maturing,"Time changes the form / Years accumulate their marks / Growing older now"
TWIRL,Spin,"Rotation with style / Dancing movement circles round / Graceful turning done"
SCANT,Sparse,"Barely enough here / Supply falls short of the need / Meager provision"
LUNGE,Thrust,"Forward motion quick / Attack with body extended / Reaching with intent"
CABLE,Wire,"Strength in woven strands / Current or support flows through / Connection provided"
STONY,Rocky,"Hard and unyielding / Expression without emotion / Solid as the rock"
FINAL,Last,"No more after this / End of sequence reached at last / Conclusion arrived"
LINER,Ship,"Ocean vessel sails / Passengers cross the water / Cruise or freight at sea"
THREW,Tossed,"Past tense of the throw / Object launched into the air / Motion completed"
BRIEF,Short,"Time or length compressed / Not extended very far / Concise in nature"
ROUTE,Path,"Way from here to there / Journey mapped and ready now / Course to be followed"
HEARD,Listened,"Ears received the sound / Audio registered now / Perception of noise"
DOING,Acting,"In the midst of work / Activity ongoing now / Action taking place"
LUNCH,Meal,"Midday eating time / Break from work to nourish self / Second food of day"
BLOND,Fair,"Light hair catches sun / Golden strands frame the face / Pale coloring shown"
COURT,Tribunal,"Justice waits for case / Legal proceedings happen / Law applied with care"
STOLE,Took,"Past tense of the steal / Property changed hands by crime / Theft was committed"
THING,Object,"Item undefined / Placeholder for the unnamed / Something that exists"
LARGE,Big,"Size above the norm / Dimensions greater than most / Magnitude achieved"
NORTH,Direction,"Compass points to this / Top of the map established / Arctic bearing found"
TWEAK,Adjust,"Small change made with care / Fine tuning improves the whole / Minor modification"
STILL,Motionless,"Movement has stopped here / Calm pervades the atmosphere / Quiet without stir"
RELIC,Artifact,"Past preserved in thing / History held in object / Ancient remainder"
BLOCK,Obstruct,"Barrier stands firm / Passage prevented by mass / Stopping what would flow"
ALOOF,Distant,"Not engaging close / Keeping separation clear / Remote in manner"
SNAKE,Serpent,"Scales slide on the ground / Legless hunter strikes so fast / Coiled danger waits"
EMBER,Coal,"Fire's dying glow / Heat remains in the remnant / Warmth not yet gone"
LEGGY,Lanky,"Long limbs define form / Height concentrated in legs / Lengthy appendages"
EXPEL,Eject,"Forced out with intent / Removal without the choice / Exit mandatory"
BULKY,Massive,"Size creates problems / Too large for easy handling / Unwieldy and big"
ALIVE,Living,"Life force flowing through / Breath and heartbeat continuing / Existence confirmed"
CLEFT,Split,"Division in the form / Gap where solid should be whole / Nature's separation"
MICRO,Tiny,"Scale beyond the small / Smallness requiring the lens / Miniature extreme"
VERGE,Brink,"Edge of happening / Almost at the point of change / Threshold approached"
REPEL,Repulse,"Pushing back away / Force that creates the distance / Rejection applied"
WHICH,What,"Question of selection / Identifying the one meant / Determination sought"
AFTER,Following,"Coming in the wake / Position behind in time / Subsequent to this"
PLACE,Location,"Where the thing exists / Position in the world defined / Spot identified"
STIFF,Rigid,"Flexibility gone / Hard and resistant to bend / Firm beyond comfort"
FRIED,Cooked,"Oil heated the food / Golden crispy outside formed / Kitchen preparation"
NEVER,None,"Not at any time / Zero occasions ever / Absolute denial"
PASTA,Noodles,"Dough shaped and boiled / Italian staple awaits sauce / Carbs on the plate"
SCRAM,Flee,"Leave immediately / Get out of here right now / Departure demanded"
TALON,Claw,"Raptor's gripping tool / Curved nail captures the prey / Hunter's sharp weapon"
ASCOT,Tie,"Formal neckwear waits / British style around the throat / Elegance displayed"
STASH,Hide,"Secret storage place / Keeping safe from prying eyes / Hidden collection"
PSALM,Hymn,"Sacred song of praise / Biblical poetry sings / Worship put to words"
RIDGE,Crest,"Top of narrow rise / Mountain spine or roof peak / Elevated line"
PRICE,Cost,"What must be paid here / Value assigned to the thing / Exchange requirement"
MATCH,Pair,"Two things that align / Correspondence established / Fitting together"
BUILD,Construct,"Creating from parts / Assembly into the whole / Making something new"
HEAVY,Weighty,"Mass pulls toward earth / Burden difficult to lift / Gravity enhanced"
APART,Separate,"Distance between things / Not together anymore / Division exists"
PIPER,Musician,"Flute or pipes resound / Melody from breath and tube / Payment must follow"
SMITH,Craftsman,"Metal worked by hand / Forge and hammer shape the iron / Trade of making tools"
OFTEN,Frequently,"Many times it happens / Occurrence regular here / Not a rare event"
SENSE,Feeling,"Perception of world / Understanding through the body / Awareness of things"
DEVIL,Demon,"Evil personified / Tempter lurks with dark intent / Opposition to good"
IMAGE,Picture,"Visual representation / Likeness captured for the eyes / Appearance preserved"
FORTY,Number,"Four tens make this count / Middle of the life perhaps / Decade after three"
URBAN,City,"Metropolitan defined / Population dense and built / Opposite of rural"
STATE,Condition,"How things currently are / Status of the situation / Position at this time"
FLAME,Fire,"Combustion visible / Heat and light from burning fuel / Dancing orange glow"
HUNCH,Intuition,"Gut feeling guides here / Something not from logic speaks / Instinct has a voice"
TEARY,Weepy,"Eyes fill up with wet / Emotion overflows the ducts / Crying imminent"
CLONE,Copy,"Exact duplicate made / Genetic twin created / Replica complete"
EARLY,Soon,"Before the expected / Time arrives ahead of schedule / Not late at all"
CHEER,Joy,"Happiness expressed loud / Encouragement shouted out / Spirits lifted high"
GRASP,Grip,"Hand closes on prize / Understanding takes firm hold / Comprehension gained"
PESKY,Annoying,"Irritation small / Nuisance that won't go away / Bothersome pest"
HEAVE,Lift,"Effort raises mass / Strength applied to heavy load / Pulling upward hard"
LOCAL,Nearby,"From this area / Community based and known / Regional not far"
SINCE,Because,"Time reference made / Cause or sequence indicated / From that point forward"
ERUPT,Explode,"Sudden violent release / Force breaks through containment / Outburst powerful"
TOXIN,Poison,"Harmful substance waits / Damage to the living done / Danger in the dose"
SNORT,Inhale,"Nose expels with force / Air rushed out in derision / Sound of dismissal"
SPELT,Grain,"Ancient wheat survives / Hearty flour from this crop / Heritage baking"
ABIDE,Stay,"Remaining in place / Tolerating what exists / Enduring through time"
LINGO,Jargon,"Special words for group / Language of the initiated / Insider terminology"
SHADE,Shadow,"Light blocked by the mass / Coolness under the coverage / Relief from the sun"
DECAY,Rot,"Breaking down proceeds / Time and nature claim all things / Decomposition"
RISEN,Ascended,"Up from where it was / Height achieved from lower state / Elevation gained"
TOWEL,Cloth,"Fabric absorbs wet / Drying after the water / Bathroom essential"
SALLY,Sortie,"Sudden charge outward / Attack from defensive place / Bold move forward made"
MAYOR,Official,"City leader serves / Elected head of local gov / Municipal chief"
STUNG,Bitten,"Pain from insect left / Venom delivered by barb / Injury by sting"
SPEAK,Talk,"Voice forms the words / Communication through mouth / Language expressed"
REALM,Kingdom,"Domain of the rule / Territory under power / Sphere of influence"
FORCE,Power,"Strength applied to task / Energy directed here / Push that makes things move"
TABOO,Forbidden,"Society says no / Prohibition understood / Breaking brings the shame"
FROND,Leaf,"Palm or fern extends / Feathery foliage spreads / Tropical greenery"
SERUM,Fluid,"Blood without the cells / Medical liquid prepared / Treatment in the vial"
PLAIT,Braid,"Strands woven over / Hair twisted into pattern / Interlocking done"
CLIMB,Ascend,"Going up with effort / Elevation gained through work / Rising step by step"
WRIST,Joint,"Hand meets arm right here / Flexibility for motion / Watch sits at this spot"
FINCH,Bird,"Small songster perches / Colorful feathers brighten / Garden visitor"
VOILA,Behold,"Presentation made / Revealing with a flourish / Here it is at last"
BREED,Type,"Kind within the kind / Variety defined by traits / Category of life"
MERGE,Combine,"Two become the one / Boundaries dissolve away / Union complete"
BROTH,Stock,"Flavor in the water / Meat or vegetables simmered / Soup's foundation poured"
LOUSE,Parasite,"Tiny pest infests / Itching from the infestation / Unwelcome visitor"
WHINY,Complaining,"Tone grates on the ears / Grievance pitched annoying high / Petulant sounds made"
STEEL,Metal,"Iron made stronger / Alloy forged for industry / Building material"
BLIMP,Airship,"Gas bag floats above / Advertising in the sky / Lighter than the air"
EQUIP,Outfit,"Providing the tools / Preparation with the gear / Ready for the task"
SHANK,Leg,"Lower limb portion / Cut of meat from this area / Knife blade also named"
TITHE,Offering,"Tenth given to church / Religious contribution / Faithful donation"
FACET,Aspect,"One side of the gem / Angle cut to catch the light / Part of larger whole"
RAISE,Lift,"Elevating up / Bringing higher than before / Increase achieved here"
LUCID,Clear,"Understanding bright / Mind sharp and unconfused / Clarity prevails"
JOLLY,Merry,"Good cheer all around / Happiness infectious here / Festive spirit reigns"
LASER,Beam,"Light focused intense / Coherent waves cut or point / Precision tool shines"
ROVER,Wanderer,"Traveling without end / No fixed destination calls / Roaming continues"
OVERT,Open,"Not hidden at all / Plainly visible to see / Obvious intent"
INTRO,Beginning,"Opening section / First part before the main act / Starting point provided"
VAPID,Dull,"Life drained from the thing / Interest cannot be found / Flat and uninspiring"
GLEAM,Shine,"Light reflects back bright / Surface catches the rays / Sparkle in the eye"
PRUNE,Trim,"Cutting back excess / Shaping growth through removal / Garden maintenance"
CRAFT,Skill,"Art of making things / Trade practiced with expertise / Handiwork displayed"
PROWL,Stalk,"Moving through the dark / Predator seeks out its prey / Silent hunting waits"
DIARY,Journal,"Secrets on the page / Daily life recorded here / Private thoughts preserved"
SLICE,Cut,"Blade divides the whole / Portion separated clean / Piece removed with care"
EBONY,Black,"Dark wood gleams with depth / Color rich as midnight sky / Beauty in the dark"
VALUE,Worth,"What the thing is priced / Importance measured and weighed / Significance shown"
DECAL,Sticker,"Image transfers on / Decoration applied flat / Adhesive design"
SHAVE,Trim,"Blade removes the growth / Smooth skin left where hair once grew / Morning ritual"
MUSTY,Stale,"Old smell fills the room / Air has not been freshened here / Dampness left its mark"
PIOUS,Devout,"Faith fills every act / Religious devotion shown / Holy in the life"
JERKY,Dried,"Meat preserved through cure / Chewy protein for the trail / Snack that travels well"
MEDIA,Press,"Information flows / Channels carry all the news / Communication"
TIDAL,Coastal,"Moon pulls at the sea / Waters rise and fall in turn / Rhythm of the shore"
OUTER,External,"Beyond the inside / Surface facing all the world / Exterior shown"
CUMIN,Spice,"Earthy flavor warms / Middle Eastern dishes call / Seasoning adds depth"
AMASS,Gather,"Collection grows large / Accumulation proceeds / Wealth piles ever high"
PINCH,Squeeze,"Fingers press together / Small amount taken this way / Tight grip on the bit"
STALL,Delay,"Progress comes to stop / Time bought through the waiting game / Movement halted here"
TUTOR,Teacher,"One on one learning / Knowledge passed through close attention / Education private"
BRINY,Salty,"Ocean taste prevails / Sea water flavor present / Salt defines the thing"
HITCH,Snag,"Small problem appears / Something catches on the way / Obstacle minor"
NICER,Kinder,"More pleasant than that / Improvement in the manner / Upgraded kindness"
DINGO,Dog,"Australian wild / Desert hunter roams the land / Canine untamed"
EXALT,Praise,"Lifting up with words / Honor given through acclaim / Glory expressed loud"
SWISH,Swoosh,"Sound of smooth motion / Air displaced by graceful arc / Elegant noise made"
GLIDE,Float,"Effortless movement / Friction seems to disappear / Smooth sailing achieved"
TITAN,Giant,"Immense power held / Mythology's great figures / Industry's leaders"
BEVEL,Angle,"Edge cut at a slant / Not perpendicular here / Slope on the border"
SKIER,Racer,"Down the mountain fast / Snow beneath the sliding boards / Winter athlete flies"
MINUS,Less,"Subtraction applied / Taking away from the whole / Negative amount"
PAPAL,Pontifical,"Of the Pope himself / Vatican authority / Catholic highest"
GUMMY,Chewy,"Soft and sticky sweet / Texture that resists the teeth / Candy bears await"
CHAOS,Disorder,"Nothing in its place / Confusion reigns supreme here / Order has collapsed"
BASIN,Bowl,"Hollow holds the water / Sink or natural depression / Container awaits"
BRAVO,Well done,"Applause in a word / Performance praised with this shout / Excellence noted"
STARK,Bare,"Nothing softens this / Harsh reality exposed / Blunt and unadorned"
GROOM,Prepare,"Making ready now / Appearance tended with care / Bridegroom or the horse"
ORGAN,Instrument,"Pipes fill the cathedral / Body parts that serve function / Music or biology"
