Word,Synonym,Haiku
TUNER,Device,"Pitch correction tool / Radio selector / Guitar accessory"
TWAIN,Two,"Never the meeting / Archaic for pair / Mark's pen name"
TWEEN,Youth,"Between child and teen / Pre-adolescent / Marketing demographic"
TWERK,Dance,"Hip movement provocative / Modern dance style / Booty shaking"
TWERP,Pest,"Annoying person / Small insignificant / Silly young one"
TWILL,Weave,"Diagonal pattern / Fabric type named / Textile technique"
TYPED,Wrote,"Keyboard produced / Classification made / Letters appeared"
ULNAR,Bone,"Forearm's inner bone / Anatomy term / Nerve pathway"
UMBER,Brown,"Dark earth tone / Pigment from ground / Burnt or raw"
UNARM,Disarm,"Weapons removed / Defense stripped away / Made vulnerable"
UNBAG,Remove,"Taking from the bag / Opening the container / Contents revealed"
UNBOX,Open,"Package revealed / New product exposed / Contents discovered"
UNCAP,Open,"Lid removed from top / Restriction lifted / Bottle opened"
UNHIP,Uncool,"Not fashionable / Out of the loop / Square and outdated"
UNJAM,Clear,"Blockage removed / Machine freed up / Paper extracted"
UNPIN,Release,"Fastener removed / Freedom restored / Attachment undone"
UNSAY,Retract,"Words taken back / Wish it wasn't spoken / Cannot be unheard"
UNSEE,Forget,"Cannot be undone / Image stuck in mind / Regret viewing"
UNTAG,Remove,"Label taken off / Social media undone / Identification cleared"
UPEND,Overturn,"Flip over completely / Standing on head / Turn upside down"
UPPED,Raised,"Increased the amount / Bet was elevated / Stakes were heightened"
URGED,Encouraged,"Strongly recommended / Pushed toward action / Advocacy given"
USURY,Lending,"Interest excessive / Exploitative rates / Predatory practice"
VAMPY,Seductive,"Femme fatale style / Alluring and dark / Deliberately sexy"
VAPED,Inhaled,"Electronic smoking / Vapor was consumed / Modern habit formed"
VEINY,Lined,"Blood vessels showing / Raised lines visible / Marbled appearance"
VELDT,Grassland,"African savanna / Open terrain stretches / South African plain"
VENAL,Corrupt,"Susceptible to bribes / Morally compromised / For sale ethics"
VEXED,Annoyed,"Irritation felt / Puzzlement experienced / Troubled state"
VINED,Covered,"Climbing plants grew / Grape-bearing canes / Tendrils spread wide"
VITRO,Glass,"In laboratory / Test tube environment / Latin term used"
VOTED,Chose,"Ballot was cast / Democratic participation / Selection made"
VOWED,Promised,"Solemn oath taken / Commitment declared / Pledge made sincerely"
VROOM,Sound,"Engine revs loud / Acceleration noise / Speed announced"
WACKO,Crazy,"Mentally unstable / Eccentric extremely / Slang for insane"
WADED,Walked,"Through water trudged / Difficult progress made / Shallow crossing"
WADER,Bird,"Long-legged shore bird / Fisherman's boots / Water walker"
WAGED,Conducted,"War was carried on / Campaign was mounted / Battle engaged"
WAKED,Roused,"Sleep was disturbed / Funeral gathering / Boat's path through water"
WAKEN,Rouse,"Stir from slumber / Bring to consciousness / Awaken alternate"
WANED,Declined,"Moon grew smaller / Interest faded / Strength diminished"
WANLY,Weakly,"Pale and feeble / Lacking strength shown / Feebly expressed"
WAVED,Gestured,"Hand motion made / Goodbye was signaled / Hair styled curved"
WAXED,Polished,"Surface was shined / Moon grew fuller / Hair was removed"
WEEPY,Tearful,"Emotional and sad / Prone to crying / Sentimental mood"
WHIZZ,Speed,"Moving fast past / Genius in field / Expert performer"
WHOMP,Hit,"Heavy blow landed / Sound of impact / Defeated soundly"
WHORL,Spiral,"Circular pattern / Fingerprint design / Shell's twisted form"
WILED,Lured,"Time was passed / Charmed seductively / Spent pleasantly"
WINED,Dined,"Entertainment complete / Alcohol provided / Courted and fed"
WIPED,Cleaned,"Surface was cleared / Data was erased / Exhaustion felt"
WIPER,Blade,"Windshield cleaner / One who wipes things / Rain remover"
WIRED,Connected,"Electrically linked / Caffeinated alert / Nervous and tense"
WONKY,Unstable,"Off-kilter and shaky / Not working right / Crooked condition"
WOOED,Courted,"Romance was pursued / Affection was sought / Seduction attempted"
WORMY,Infested,"Worms are present / Suspicious looking / Rotten condition"
WOWED,Impressed,"Amazement achieved / Admiration won / Stunned with delight"
WURST,Sausage,"German preparation / Bratwurst and others / Encased meat"
XENON,Gas,"Noble element / Headlight technology / Atomic fifty-four"
XEROX,Copy,"Photocopy brand / Duplicate created / Machine reproduced"
YAHOO,Exclamation,"Joy shouted out / Internet company / Uncouth person"
YAPPY,Barking,"Small dog's habit / Noisy and annoying / Shrill vocalization"
YEESH,Expression,"Exasperation voiced / Mild disgust shown / Yiddish influenced"
YODEL,Sing,"Alpine voice technique / Rapid pitch changes / Mountain music style"
YOKED,Joined,"Oxen bound together / United in purpose / Connected at neck"
YOKEL,Rustic,"Country bumpkin / Unsophisticated person / Rural naive"
YUCCA,Plant,"Desert survivor / Spiky leaves point up / Southwestern native"
YUCKY,Disgusting,"Unpleasant to taste / Gross and repelling / Childish rejection"
YUMMY,Delicious,"Tasty and pleasing / Appetite approved / Good to eat"
ZILCH,Nothing,"Zero and none / Absolutely nothing / Complete absence"
ZIPPY,Quick,"Fast and energetic / Lively movement / Speedy and fun"
ZONED,Designated,"Area classified / Spaced out mentally / Land use defined"
ZOWIE,Exclamation,"Surprise expressed / Enthusiasm shown / Vintage excitement"
ANIMA,Soul,"She breathes just beneath / The mask worn for the whole world / Whispering her name"
ANOLE,Lizard,"A flash of bright green / Throat puffs red on the warm wall / Gone before you blink"
AXING,Chopping,"The handle swings down / What stood for years falls apart / Splinters hit the ground"
BABEL,Chaos,"A thousand voices / Drown each other in the crowd / Silence would say more"
BARRE,Exercise,"Hands grip the smooth rail / Legs burn through the last ten counts / Elegance costs sweat"
BELAY,Secure,"The tight rope holds fast / Trust your partner on the wall / Gravity can wait"
BENTO,Lunchbox,"Rice beside the plum / Each small space a tiny world / Lid clicks shut with care"
BERYL,Mineral,"Pale green in the rock / Light bends through the crystal face / Earth hid this for years"
BLOOP,Error,"The ball drops just past / Shortstop's glove in shallow grass / Cheapest hit there is"
BORIC,Acidic,"White powder on shelves / Roaches scatter from its dust / Quiet chemistry"
BREAM,Fish,"Scales catch the low sun / Pulled from the river at dusk / Pan sizzles with joy"
BRUIN,Bear,"Tracks pressed in the mud / The forest holds its breath now / Something large passed through"
CAPON,Rooster,"Plump bird on the spit / It grew fat through a still life / Golden skin now crisps"
CARER,Caretaker,"Her hands never rest / Smoothing blankets reading charts / Love disguised as work"
CAROB,Pod,"Not quite chocolate / But the pod tree tries its best / Sweet enough for some"
CHILE,Pepper,"One bite lights a fire / Sweat beads on the upper lip / Reach for the cold milk"
CHOUX,Pastry,"Steam puffs the dough round / Hollow shells wait for the cream / French ovens breathe art"
CHURL,Boor,"He slams every door / No please or thank you offered / Kindness wasted here"
CILIA,Hairs,"Thousands wave in time / Sweeping dust along the dark / Tiny brooms of flesh"
CLAVE,Rhythm,"Two sticks crack the beat / Dancers wait for that sharp pulse / Cuba finds its groove"
COATI,Mammal,"Long nose in the leaves / Ringed tail bobs above the brush / Sniffing out a meal"
CRUET,Vessel,"Glass catches the light / Oil and vinegar stand paired / Dinner waits for them"
CURIA,Court,"Red robes fill the hall / Old men weigh the church's course / Rome decides in stone"
DISHY,Attractive,"Heads turn when she walks / Conversation loses track / What were we saying"
DRECK,Trash,"Piled high by the curb / Nothing in it worth the keep / Junk knows what it is"
EVERT,Turn,"Peel the glove back whole / What was in now faces out / Inside meets the air"
FRANC,Currency,"Coins jingle in palms / Before the euro took hold / Old Paris still spends"
FUGAL,Musical,"One voice starts alone / Others chase it through the bars / Tangled into one"
GERMY,Infected,"Don't touch the handle / Someone coughed here just before / Wash twice to be safe"
GLACE,Iced,"Sugar hardens bright / Cherry gleams beneath the coat / Sweetness sealed in glass"
GLUEY,Sticky,"Fingers stick to all / Every surface grabs and holds / Nothing pulls apart"
HAMMY,Theatrical,"He dies on the stage / Clutching his chest far too long / The audience groans"
HOLEY,Perforated,"Light peeks through each gap / The old sweater tells its years / Threadbare but still loved"
HUGGY,Affectionate,"Arms open again / She greets strangers like old friends / Warmth has no off switch"
JAMMY,Lucky,"He wins every time / Fortune falls right in his lap / Some are born that way"
KEFIR,Drink,"Cultures swirl and grow / Tart and thick inside the glass / Living milk transforms"
LICIT,Legal,"The papers check out / Everything above the board / Law approves this time"
LORIS,Primate,"Two wide eyes blink slow / Tiny hands grip the branch tight / Night belongs to her"
LOUPE,Lens,"One eye closes shut / The diamond reveals its flaws / Closer than you think"
MALIC,Acidic,"Bite a Granny Smith / That sharp sting beneath the sweet / Green apples fight back"
MELTY,Soft,"Cheese pulls in long strings / Nothing keeps its shape near heat / Warm surrender comes"
MERCH,Merchandise,"The band name on shirts / Fans line up to wear the tour / Walking billboards leave"
MIRIN,Seasoning,"A splash in the pan / Sweetness blooms beneath the steam / Tokyo at dusk"
MITER,Joint,"Two boards meet exact / The corner hides where they join / Angles tell no lies"
MOONY,Dreamy,"She stares out the glass / Lost somewhere the rest can't reach / Sighing at the sky"
MOREL,Mushroom,"Rain soaks the forest / Honeycomb caps push through leaves / Worth more than they look"
NATTY,Smart,"Sharp crease down the leg / Not a thread out of its place / Dressed to be noticed"
NODAL,Central,"All paths cross right here / The network hums through this point / Everything connects"
OCHER,Pigment,"Cave walls still hold hands / Pressed in pigment long ago / Earth remembers us"
PANKO,Breadcrumbs,"Light flakes catch the oil / Golden crust shatters the bite / Crunch that can't be beat"
PANSY,Flower,"Velvet faces grin / Purple blooms line the garden / Spring shows off again"
PEATY,Earthy,"Dark soil crumbles rich / Centuries of moss pressed down / Smoke curls from the glass"
PHAGE,Virus,"Smaller than its prey / It hijacks the cell from in / Nature's smallest war"
PLAYA,Lakebed,"Salt crust cracks and gleams / Where water was dust now drifts / Desert keeps the bed"
PORGY,Fish,"Silver sides flash deep / Schooling near the sandy floor / Hook finds one at last"
PRISE,Lever,"Wedge the blade beneath / Stubborn lid resists the pull / Patience pops it free"
RELIT,Reignited,"Match strikes in the dark / The candle breathes once again / Shadows fall in place"
REPOT,Transplant,"Roots coil tight below / Time to give them room to spread / Fresh soil bigger home"
SATAY,Skewer,"Smoke curls from the grill / Peanut sauce drips down the stick / Night market alive"
SCARP,Cliff,"The cliff face drops sheer / One step more and nothing holds / Wind howls at the edge"
SCRIM,Fabric,"Lights shift behind cloth / What was hidden slowly shows / The veil lifts for you"
SHYER,Timider,"She steps behind him / Words dissolve before they form / Quieter each time"
SPORK,Utensil,"It scoops and it stabs / Neither fork nor spoon alone / Lunch tray royalty"
STELE,Monument,"Names chiseled in stone / Centuries of wind and rain / Still the words remain"
STILE,Steps,"Climb two wooden steps / The fence stays whole for the sheep / Walkers carry on"
STOMA,Opening,"A small mouth in green / The leaf breathes where no one looks / Trading air for light"
SYNTH,Keyboard,"Wires hum and glow / Fingers press the keys to dream / Machines learn to sing"
TORTA,Sandwich,"Beans press the warm bread / Layers stack between the crust / Lunch weighs like a brick"
TRIER,Attempter,"Falls down stands back up / The scoreboard never says quit / One more time won't hurt"
UMAMI,Savory,"Broth deepens the tongue / Something rich you cannot name / The fifth taste arrives"
VENTI,Large,"Twenty ounces tall / She needs every drop today / Morning is no joke"
VOILE,Fabric,"Curtain lifts with breeze / Sunlight passes softly through / Almost there not quite"
WHELK,Snail,"Spiral shell rolls in / Tough flesh hides inside the twist / Tide pools keep their own"
WHIRR,Buzz,"Blades spin out of sight / The room fills with steady hum / Motion becomes sound"
WHIST,Game,"Cards slap the felt soft / Partners signal with their eyes / Silence plays to win"
WINEY,Vinous,"Grape flavor persists / Rich and bold upon the tongue / Fermented essence"
