word,synonym,haiku
tibia,Shinbone,"Leg bone bears the weight / Structure underneath the knee / Walking needs this strength"
booze,Liquor,"Bottles line the bar / Spirits pour to ease the night / Drink your troubles gone"
alpha,First,"Leader of the pack / Beginning of the sequence / Dominant and prime"
thyme,Herb,"Fragrant leaves add life / Mediterranean gardens grow / Seasoning so small"
doubt,Uncertainty,"Questions cloud the mind / Confidence wavers and shakes / Trust not yet arrived"
parer,Peeler,"Blade strips off the skin / Fruit made ready for the bite / Kitchen tool at work"
chute,Slide,"Falling finds a path / Gravity guided through tube / Down the only way"
stick,Rod,"Wood held in the hand / Simple tool for many tasks / Straight and firm and true"
trice,Instant,"Quick as it can be / Time measured in smallest bits / Flash and it is done"
alike,Similar,"Mirrors of each other / Differences hard to find / Twins in all but name"
recap,Summary,"Bringing it all back / Main points gathered once again / Review of the tale"
saint,Holy,"Virtue lived complete / Heaven recognizes one / Blessed beyond the rest"
glory,Honor,"Radiance of fame / Achievement crowned with bright light / Triumph at its peak"
grate,Shred,"Metal teeth tear through / Cheese becomes a pile of bits / Friction does the work"
admit,Confess,"Truth finally speaks / Barriers drop to let in / Honesty arrives"
brisk,Quick,"Pace picks up with life / Energy moves through the air / Lively and alert"
soggy,Damp,"Waterlogged and limp / Moisture weighs the whole thing down / Dry is far away"
usurp,Seize,"Power taken wrong / Throne claimed without the right / Authority stolen"
scald,Burn,"Heat too much to bear / Water bites the tender skin / Steam warns of the pain"
scorn,Contempt,"Disgust in the eyes / Looking down from heights of pride / Disdain fills the gaze"
leave,Depart,"Stepping out the door / What was here now moves away / Absence takes the place"
twine,String,"Fibers wound as one / Rope made from the twisted strands / Binding things secure"
sting,Pierce,"Sharp pain sudden strikes / Venom enters through the wound / Insects leave their mark"
bough,Branch,"Limb extends from trunk / Tree arm reaches for the light / Wood becomes the reach"
marsh,Wetland,"Soggy ground persists / Water and land blur their lines / Neither dry nor deep"
sloth,Laziness,"Moving slow as slow / Effort seems too much to give / Rest preferred to work"
dandy,Dapper,"Dressed beyond the need / Style perfected to the inch / Fashion as a life"
vigor,Energy,"Vitality flows / Strength and health combine in force / Life lived at full power"
howdy,Hello,"Western greeting calls / Casual and warm at once / Friendly opens doors"
enjoy,Relish,"Pleasure fills the time / Happiness found in the act / Savor every bit"
valid,Sound,"Logic holds its ground / Reasoning passes the test / True and well-supported"
ionic,Charged,"Atoms gain or lose / Chemistry of attraction / Bonds formed through the charge"
equal,Same,"Balance on the scale / Neither more nor less than that / Fairness measured true"
floor,Ground,"Surface underfoot / Foundation of every room / Support from below"
catch,Grab,"Hands close on the prize / What was thrown is now secured / Capture in the act"
spade,Shovel,"Digging tool stands ready / Metal blade breaks through the earth / Gardens start with this"
stein,Mug,"Beer fills up the glass / German tankard holds the brew / Drinking done in style"
exist,Be,"Being is enough / Presence in the universe / Here and now and real"
quirk,Oddity,"Strange little habit / Personality's rough edge / Different makes you you"
denim,Jean,"Blue fabric endures / Workwear turned to fashion staple / Cotton woven tough"
grove,Copse,"Trees gathered in peace / Small forest within the land / Shade from clustered trunks"
spiel,Pitch,"Rehearsed words pour out / Sales talk polished smooth and quick / Patter seeks the sale"
mummy,Corpse,"Wrapped in ancient cloth / Preserved through the centuries / Death defying time"
fault,Flaw,"Crack runs through the whole / Imperfection mars the thing / Blame finds its home here"
foggy,Misty,"Vision lost in gray / Air thick with suspended drops / Clarity obscured"
flout,Defy,"Rules openly scorned / Convention meets its rebel / Disregard with pride"
carry,Transport,"Weight moved place to place / Burden shifted on the back / Bringing what is needed"
sneak,Creep,"Movement made unseen / Stealth guides every quiet step / Hidden approach works"
libel,Slander,"Written lies that hurt / Reputation torn by words / Falsehood put to page"
waltz,Dance,"Three-four time swirls round / Partners glide across the floor / Elegance in steps"
aptly,Fittingly,"Perfect word applied / Appropriate to the case / Right choice for the moment"
piney,Woodsy,"Forest scent prevails / Evergreen perfumes the air / Nature's fresh cologne"
inept,Clumsy,"Skill has not arrived / Fumbling through the simple task / Competence is far"
aloud,Audibly,"Voice breaks the silence / Words given to the air / Speaking to be heard"
photo,Picture,"Light captured in frame / Moment frozen for all time / Memory preserved"
dream,Vision,"Sleep brings other worlds / Mind wanders where body can't / Night's imagination"
stale,Old,"Freshness long since gone / Time has taken all the life / Past its prime by far"
begin,Start,"First step on the path / Everything has an origin / Motion breaks the still"
spell,Charm,"Magic words take hold / Enchantment woven through air / Power in the sounds"
rainy,Wet,"Drops fall from the gray / Sky releases all its tears / Earth drinks what it needs"
unite,Join,"Coming together / What was apart now is one / Strength in the union"
medal,Award,"Metal marks the win / Achievement hung round the neck / Honor made to wear"
valet,Attendant,"Service parks your car / Keys exchanged at the door / Convenience has help"
inane,Silly,"Sense has left the room / Foolishness fills up the space / Meaning not included"
maple,Tree,"Leaves blaze red in fall / Syrup flows from tapped bark / Canada's proud symbol"
snarl,Growl,"Teeth bared in warning / Anger twists the animal / Threat in every line"
baker,Cook,"Dough becomes the bread / Ovens heat the rising loaves / Morning smells of fresh"
there,Yonder,"Pointing to that place / Location marked by the word / Distance indicated"
glyph,Symbol,"Carved mark tells its tale / Ancient writing on the stone / Picture holds the word"
avert,Prevent,"Turning away harm / Crisis dodged at final hour / Disaster avoided"
brave,Courageous,"Fear faced without flinch / Courage rises to the call / Heroes find their strength"
axiom,Principle,"Truth self-evident / Foundation needs no support / Given from the start"
prime,Main,"First and most important / Quality at its highest / Best of all the rest"
drive,Propel,"Force pushes ahead / Motivation moves the wheels / Energy applied"
feast,Banquet,"Table overflows / Celebration feeds the crowd / Abundance shared out"
itchy,Irritated,"Skin demands the scratch / Sensation will not relent / Relief in the rub"
clean,Pure,"Dirt removed complete / Spotless surface shines again / Nothing left behind"
happy,Joyful,"Contentment fills up / Smile spreads across the face / Pleasure in the heart"
tepid,Lukewarm,"Neither hot nor cold / Temperature uncommitted / Somewhere in between"
undue,Excessive,"More than warranted / Proportion lost to extreme / Too much for the case"
study,Research,"Mind engages deep / Learning requires the effort / Knowledge sought with care"
eject,Expel,"Forced out with no choice / Removal swift and complete / Exit not optional"
chafe,Rub,"Friction hurts the skin / Repetition wears it raw / Irritation grows"
torso,Trunk,"Body's central mass / Chest and belly form the core / Limbs branch from this base"
adore,Love,"Affection runs deep / Devotion without reserve / Heart given complete"
woken,Roused,"Sleep has been disturbed / Consciousness returns again / Eyes open to day"
amber,Golden,"Fossilized tree tears / Yellow-orange captures time / Ancient color glows"
joust,Tilt,"Lances point ahead / Knights charge on their armored steeds / Medieval combat"
infer,Deduce,"Clues lead to the thought / Reasoning fills in the gaps / Conclusion derived"
braid,Plait,"Strands woven as one / Hair twisted into pattern / Three become the one"
knock,Rap,"Knuckles hit the wood / Announcing arrival here / Door requests response"
naive,Innocent,"World still seems so kind / Experience has not taught / Trust given too free"
apply,Submit,"Putting self forward / Request made with hope inside / Opportunity sought"
spoke,Said,"Words left the mouth then / Past tense of the telling done / Communication was"
usual,Normal,"Same as always goes / Nothing different from before / Expected and known"
rival,Competitor,"Opposition stands / Both want what one can have / Contest defines them"
probe,Investigate,"Searching for the truth / Digging deep beneath surface / Questions seek answers"
chord,Harmony,"Notes combined as one / Music's building block rings out / Sound becomes the song"
taper,Narrow,"Thick becomes the thin / Gradual reduction shown / Width decreasing slow"
slate,Stone,"Gray rock splits in sheets / Rooftops made from layered earth / Writing surface waits"
third,Bronze,"After first and second / Position on the podium / Not quite but still close"
lunar,Moon,"Orbiting the earth / Silver light in darkest night / Tides follow its pull"
excel,Surpass,"Rising above all / Performance beyond the rest / Excellence achieved"
aorta,Artery,"Largest vessel pumps / Heart's highway carries the blood / Life flows through this tube"
poise,Balance,"Composure maintained / Grace under pressure holds firm / Calm in every storm"
extra,Additional,"More than was required / Beyond what the count demanded / Surplus sits aside"
judge,Arbiter,"Decision rests here / Wisdom weighs the evidence / Verdict will be made"
condo,Unit,"Ownership stacked high / Apartment that you can buy / Home without the yard"
impel,Drive,"Force pushes to act / Motivation will not stop / Movement is required"
havoc,Chaos,"Destruction runs wild / Order has abandoned ship / Mayhem takes the stage"
molar,Tooth,"Back teeth do the grind / Crushing food for digestion / Chewing's heavy work"
manly,Masculine,"Traits deemed for the men / Strength and stoic combined / Gender expectations"
whine,Complain,"High-pitched grievance sounds / Dissatisfaction voiced shrill / Annoying protest"
skirt,Hem,"Fabric wraps the waist / Legs free beneath the drape / Fashion flows below"
antic,Prank,"Playful mischief reigns / Silly behavior takes stage / Clowning brings the laughs"
layer,Level,"Stacked upon the rest / Depth built through accumulation / Sheets make up the whole"
sleek,Smooth,"Polished to perfection / Lines flow without interruption / Elegant design"
belie,Contradict,"Appearance deceives / What shows hides what truly is / Surface lies to you"
lemon,Citrus,"Yellow sour waits / Pucker forms upon the lips / Tartness wakes the tongue"
opera,Performance,"Voices fill the hall / Drama sung at full volume / Art form of excess"
pixie,Fairy,"Tiny mischief flies / Mythical creature plays tricks / Magic in small form"
grimy,Dirty,"Covered thick with filth / Cleanliness is far away / Layers of the grime"
sedan,Car,"Four doors for the ride / Practical transportation / Family vehicle"
leapt,Jumped,"Spring propelled the form / Air beneath the rising feet / Gravity defied"
human,Person,"Species of our kind / Mortal walking on two legs / Consciousness alive"
koala,Marsupial,"Eucalyptus life / Sleeping in Australian trees / Fuzzy ears so cute"
spire,Steeple,"Point reaches for sky / Church tower marks the faithful / Vertical worship"
frock,Dress,"Garment flows with grace / Formal wear for occasions / Fabric drapes complete"
adopt,Embrace,"Taking as your own / Family formed through the choice / Love not blood decides"
chard,Vegetable,"Leafy green awaits / Rainbow stems add color bright / Garden nutrition"
mucky,Muddy,"Filth clings to the boots / Cleanliness gave up the fight / Dirt rules everything"
alter,Change,"Transformation comes / What was shifts to something new / Different emerges"
blurb,Summary,"Brief description sells / Back cover makes the promise / Words to hook the reader"
matey,Friendly,"Pirate greeting calls / Camaraderie in the word / Pal upon the seas"
elude,Escape,"Slipping from the grasp / Capture cannot find its mark / Freedom through evasion"
count,Tally,"Numbers add them up / Each one included in sum / Total comes from this"
maize,Corn,"Golden kernels grow / Americas gave this gift / Staple of the land"
beefy,Muscular,"Built thick and strong / Meat on the bones shows the strength / Solid through and through"
worry,Fret,"Anxiety gnaws / Mind circles the troubled thought / Peace cannot arrive"
flirt,Tease,"Playful hints are dropped / Romance tested at the edge / Interest signaled soft"
fishy,Suspicious,"Something seems off here / Trust hesitates at the door / Doubt smells the deceit"
crave,Desire,"Wanting will not stop / Hunger for the specific / Need that must be fed"
cross,Angry,"Patience has run out / Irritation shows its face / Displeasure expressed"
scold,Rebuke,"Sharp words rain down hard / Disapproval made quite clear / Lecture for the wrong"
shirk,Avoid,"Duty dodged again / Responsibility fled / Work left for others"
tasty,Delicious,"Flavor hits the spot / Tongue approves of every bite / Yummy fills the mouth"
unlit,Dark,"Light has not arrived / Darkness holds the space complete / Switch waits for the flip"
dance,Move,"Body finds the beat / Rhythm guides the stepping feet / Joy in motion lives"
ninth,Ordinal,"After eight comes this / Position in the sequence / Almost at the ten"
apple,Fruit,"Red or green or gold / Crunch breaks through to sweet inside / Orchard's perfect gift"
flail,Thrash,"Limbs fly without aim / Control has left the building / Struggling wildly shown"
stage,Platform,"Performers take place / Spotlight finds the waiting form / Show is about to start"
heady,Intoxicating,"Overwhelms the sense / Strong effect takes over all / Powerful impact"
debug,Fix,"Hunting for the flaw / Code error must be found / Problem tracked and killed"
giant,Huge,"Size beyond the norm / Towering above the rest / Massive in all ways"
usage,Use,"How the thing gets used / Application of the tool / Purpose put to work"
sound,Audio,"Waves reach the ear / Vibration becomes the heard / Noise and music both"
salsa,Sauce,"Tomatoes meet heat / Latin flavor on the chip / Dancing for the tongue"
magic,Wonder,"Impossible made real / Rules of nature bent aside / Enchantment takes hold"
cache,Stash,"Hidden store awaits / Secret supply tucked away / Reserve for later"
avail,Benefit,"Use that can be had / Purpose served by what is here / Help to be obtained"
kiosk,Booth,"Small stand serves the need / Information or the snack / Compact commerce works"
sweat,Perspiration,"Salt water beads up / Body cools through effort's cost / Exertion has proof"
ruddy,Reddish,"Healthy color glows / Cheeks flushed with the life inside / Complexion robust"
riper,Mature,"More ready than before / Fruit progresses toward sweet / Time improves the taste"
vague,Unclear,"Definition blurs / Precision is not the point / Foggy understanding"
arbor,Bower,"Garden structure stands / Vines climb up the wooden frame / Shade from living roof"
fifty,Number,"Half of the hundred / Midpoint on the counting scale / Five tens make the sum"
syrup,Sweetener,"Thick and slow it pours / Sugar concentrated down / Pancakes need this flow"
worse,Inferior,"Quality has dropped / Compared to what came before / Decline is observed"
polka,Dance,"Dots or bouncing steps / European rhythm hops / Lively partner fun"
moose,Elk,"Antlers spread so wide / Northern forests hold this beast / Massive deer walks proud"
above,Over,"Higher than the rest / Position looking down from there / Elevation claimed"
squat,Crouch,"Low to the ground now / Legs bent under body's weight / Exercise or rest"
trend,Fad,"Direction things go / Popular movement of now / Fashion of the time"
toxic,Poisonous,"Harmful to the touch / Danger lurks within this thing / Health threatened by it"
pinky,Finger,"Smallest of the five / Dainty digit at the end / Promise made with this"
horse,Steed,"Four hooves thunder past / Mane flows in the rushing wind / Noble creature runs"
regal,Royal,"Bearing of a king / Dignity in every move / Majesty displayed"
where,Location,"Question seeks the place / Position to be determined / Geography asked"
revel,Celebrate,"Joy expressed with gusto / Party reaches fever pitch / Delight unrestrained"
email,Message,"Digital words sent / Inbox holds the communication / Modern letter waits"
birth,Delivery,"New life emerges / First breath taken in this world / Beginning of all"
blame,Fault,"Finger points at one / Responsibility assigned / Guilt placed on the head"
surly,Grumpy,"Bad mood will not lift / Pleasantness is not the goal / Gruff in every way"
sweep,Brush,"Broom pushes debris / Clean floor follows every stroke / Dust collected up"
cider,Drink,"Apples pressed for juice / Autumn in a glass served cold / Orchard's liquid gold"
mealy,Grainy,"Texture not quite right / Soft in disappointing way / Fruit past perfect prime"
yacht,Vessel,"Luxury floats by / Wealth sailing on the water / Expensive freedom"
credo,Belief,"Statement of the faith / Principles declared aloud / What one stands upon"
glove,Mitt,"Hand wrapped up in warmth / Fingers covered from the cold / Protection worn snug"
tough,Hard,"Difficulty reigns / Not easy to get through this / Resistance is strong"
duvet,Comforter,"Fluffy warmth on bed / Feathers trapped in cotton shell / Sleep beneath this cloud"
staid,Sedate,"Conservative and calm / Excitement is not the style / Steady and restrained"
grout,Filler,"Between tiles it sits / Sealing gaps with paste and time / Bathroom maintenance"
voter,Citizen,"Ballot cast with care / Democracy needs this act / Voice in the system"
untie,Loosen,"Knots come apart now / What was bound is now set free / Release from the bind"
guano,Fertilizer,"Bird droppings pile up / Islands rich with nitrogen / Waste becomes the wealth"
hurry,Rush,"Speed becomes the need / Time presses hard on the heels / Quick or else too late"
beset,Plagued,"Troubles surround all / Problems from every direction / Overwhelmed by woes"
bread,Loaf,"Staff of life rises / Grain transformed by yeast and heat / Daily sustenance"
every,All,"None left out at all / Complete inclusion achieved / Total coverage"
march,Stride,"Walking with purpose / Feet fall in the steady beat / Progress step by step"
stock,Supply,"Inventory waits / Goods ready for the selling / Shares in company"
flora,Plants,"Green things of the world / Vegetation in its forms / Botanical life"
ratio,Proportion,"Numbers in relation / One compared against the other / Balance in the math"
smash,Shatter,"Force breaks all apart / Impact destroys what once was / Destruction complete"
leafy,Green,"Foliage abounds / Vegetation thick and full / Chlorophyll prevails"
locus,Point,"Location defined / Position in the space marked / Where the thing resides"
ledge,Shelf,"Narrow platform waits / Edge extends from larger mass / Precarious perch"
snafu,Mess,"Situation fouled / Plans have gone completely wrong / Chaos is the norm"
under,Below,"Position beneath / Lower than the reference point / Down from where it sits"
qualm,Doubt,"Uneasiness stirs / Conscience raises its concerns / Hesitation born"
borax,Mineral,"White powder cleans well / Laundry booster from the earth / Chemistry helps home"
carat,Weight,"Diamond measured here / Gold purity counted too / Precious standards set"
thief,Robber,"Taking what's not theirs / Stealth and crime combine as one / Property displaced"
agony,Pain,"Suffering extreme / Body or soul in torment / Anguish without end"
dwelt,Lived,"Residence was there / Past tense of the staying put / Home was in that place"
whiff,Scent,"Brief smell passes by / Nose catches just a moment / Hint upon the air"
hound,Dog,"Nose leads the pursuit / Tracking scent across the land / Hunter's faithful friend"
thump,Bang,"Heavy sound lands hard / Impact announces itself / Force makes itself known"
plate,Dish,"Food rests on this round / Ceramic holds the meal / Table setting waits"
kayak,Canoe,"Paddle dips and pulls / Small boat slices through the calm / Water adventure"
broke,Poor,"Money has run out / Accounts empty of the funds / Wealth is not the state"
unzip,Open,"Teeth separate now / Fastener releases hold / Access granted here"
ditto,Same,"Copying what's said / Agreement without new words / Duplicate expressed"
joker,Jester,"Wild card in the deck / Comedy masks something more / Trickster plays the game"
metro,Subway,"Underground trains run / City transit through the tunnels / Urban arteries"
logic,Reason,"Mind follows the rules / Conclusions drawn from the facts / Rational thought flows"
circa,Around,"Approximate time / Date not exactly pinned down / Roughly in that era"
cedar,Wood,"Aromatic tree / Red-brown lumber resists rot / Closets smell of this"
plaza,Square,"Open space in town / Public gathering unfolds / City's living room"
range,Span,"Distance covered here / From the low point to the high / Extent of the spread"
sulky,Moody,"Pouting fills the face / Cheerfulness has left the room / Gloom without the words"
horde,Swarm,"Many press as one / Numbers overwhelming all / Mass descends en force"
guppy,Fish,"Tiny swimmer darts / Aquarium's small jewel / Colorful and quick"
below,Under,"Down from this position / Lower than the reference point / Beneath where we stand"
anger,Rage,"Heat rises within / Patience has been exhausted / Fury takes control"
ghoul,Monster,"Grave robber lurks near / Undead horror seeks its prey / Nightmare creature waits"
aglow,Radiant,"Light shines from within / Warmth visible on the surface / Illuminated bright"
cocoa,Chocolate,"Warm cup on cold nights / Bean becomes the comfort drink / Sweet heat soothes the soul"
ethic,Moral,"Principles applied / Right and wrong guide the choices / Values put to work"
broom,Sweeper,"Bristles push debris / Handle guides the cleaning strokes / Floor maintenance done"
snack,Bite,"Between meals eating / Small portion satisfies now / Hunger held at bay"
acrid,Bitter,"Sharp smell stings the nose / Harsh and unpleasant assault / Chemical warning"
scarf,Wrap,"Fabric warms the neck / Winter accessory worn / Style meets function here"
canoe,Boat,"Paddle strokes propel / Gliding on the quiet lake / Simple water craft"
latte,Coffee,"Milk meets espresso / Foam art crowns the morning cup / Caffeine made creamy"
plank,Board,"Flat wood serves the need / Pirate's punishment awaits / Building material"
shorn,Clipped,"Cut away complete / What grew has been removed now / Trimmed down to the base"
grief,Sorrow,"Loss carves out the heart / Mourning takes its needed time / Sadness runs its course"
flask,Container,"Metal holds the drink / Hip pocket carries the stash / Portable vessel"
brash,Bold,"Confidence excess / Caution thrown aside with force / Rashness leads the way"
igloo,Shelter,"Ice becomes the home / Snow blocks stack to make the dome / Arctic architecture"
clerk,Worker,"Counter service waits / Paperwork filed with care / Office worker toils"
utter,Complete,"Total and entire / Absolute in every way / Nothing held in reserve"
bagel,Roll,"Dough boiled then baked / Circular with hole inside / Cream cheese finds its home"
swine,Pig,"Farm animal oinks / Mud-loving creature roots deep / Pork before the plate"
ramen,Noodles,"Broth steams in the bowl / Japanese comfort food waits / Slurping is allowed"
skimp,Stint,"Giving less than due / Economy taken too far / Shortchanging the need"
mouse,Rodent,"Small squeaker hides well / Cheese temptation leads to trap / Tiny and quite quick"
kneel,Bow,"Knees meet the ground now / Submission shown through posture / Reverence in stance"
agile,Nimble,"Quick and light on feet / Movement flows without effort / Graceful in motion"
jazzy,Flashy,"Style turned up high / Pizzazz in every detail / Flair that catches eyes"
humid,Muggy,"Air thick with moisture / Sweat forms without any work / Sticky atmosphere"
nanny,Caretaker,"Children in her charge / Professional parent help / Watching while you're gone"
beast,Animal,"Creature wild and strong / Nature's force embodied here / Untamed power lives"
ennui,Boredom,"Listless feeling spreads / Nothing seems to interest now / Existential tired"
scout,Explorer,"Ahead of the rest / Looking for what waits beyond / Reconnaissance done"
hater,Critic,"Negativity flows / Finding fault is the purpose / Kindness not the goal"
crumb,Morsel,"Tiny piece remains / What's left after eating done / Fragment of the whole"
balsa,Wood,"Lightest lumber floats / Model planes need this material / Weight almost nothing"
again,Repeat,"One more time around / What happened happens anew / Recurrence returns"
guard,Protect,"Standing watch with care / Safety is the mission here / Defense never sleeps"
wrong,Incorrect,"Not the right answer / Error has been committed / Mistake plain to see"
plunk,Drop,"Falling with a sound / Landing without much finesse / Down it goes with noise"
crime,Offense,"Law has been broken / Justice seeks the perpetrator / Society wronged"
maybe,Perhaps,"Possibility / Neither yes nor no for now / Uncertainty speaks"
strap,Belt,"Band holds things in place / Fastening across the load / Secure attachment"
ranch,Farm,"Cattle roam the land / Western spread beneath big sky / Cowboys work the herd"
shyly,Timidly,"Hesitant approach / Confidence not yet arrived / Bashful in the stance"
kazoo,Instrument,"Hum becomes the buzz / Simple music maker waits / Paper adds the fuzz"
frost,Ice,"Cold crystals form up / Morning shows the freeze's work / Winter paints in white"
crane,Lift,"Arm swings through the sky / Heavy loads moved through the air / Construction's helper"
taste,Flavor,"Tongue interprets food / Sensation tells the story / Palate makes the call"
covet,Desire,"Wanting what's not yours / Jealousy eyes the neighbor / Envy makes its home"
grand,Magnificent,"Impressive in scale / Larger than the ordinary / Splendid to behold"
rodeo,Show,"Cowboys test their skill / Bucking broncos throw the brave / Western spectacle"
guest,Visitor,"Welcome to this place / Someone here but not from here / Hospitality"
about,Concerning,"On the topic of / Regarding what we discuss / Subject at the hand"
tract,Parcel,"Land defined by bounds / Area measured and mapped / Territory marked"
diner,Restaurant,"Booths line the windows / Comfort food served with coffee / American classic"
straw,Tube,"Liquid rises up / Sipping made more convenient / Beverage delivery"
bleep,Beep,"Sound censors the word / Electronic tone replaces / Obscenity hidden"
mossy,Verdant,"Green carpet covers / Soft growth claims the forest floor / Moisture loving spread"
hotel,Inn,"Rooms rented for night / Travelers find rest inside / Temporary home"
irate,Angry,"Fury fills the face / Patience has completely gone / Temper lost control"
venom,Poison,"Fangs deliver death / Toxin flows into the wound / Snake's deadly weapon"
windy,Breezy,"Air moves with great force / Trees bend to the gusting push / Hats fly off the heads"
donut,Pastry,"Ring of fried dough waits / Glaze or sprinkles top it off / Sweet breakfast tempts"
cower,Cringe,"Shrinking back in fear / Making smaller to avoid / Terror shows its face"
enter,Join,"Coming through the door / Transition from out to in / Arrival complete"
folly,Foolishness,"Wisdom took the day off / Poor judgment leads the choices / Mistake in the making"
earth,World,"Planet of our birth / Soil beneath the walking feet / Home to all we know"
whirl,Spin,"Rotation takes hold / Everything becomes a blur / Round and round it goes"
barge,Vessel,"Flat boat carries loads / River commerce floats along / Freight upon the water"
fiend,Devil,"Evil takes a form / Malice given shape and breath / Wickedness personified"
crone,Hag,"Age has bent the frame / Wisdom or wickedness waits / Old woman persists"
topaz,Gem,"Yellow crystal gleams / November's birthstone shines bright / Precious from the earth"
droop,Sag,"Gravity wins here / Energy has left the form / Wilting toward the ground"
flyer,Pamphlet,"Paper spreads the word / Advertising handed out / Message distributed"
tonic,Remedy,"Cure-all in a bottle / Refreshment that restores / Medicine or drink"
flank,Side,"Position to the edge / Not the front and not the back / Lateral approach"
burly,Brawny,"Built thick and rugged / Strength shows in every muscle / Powerful physique"
froze,Solidified,"Motion stopped by cold / Liquid turned to solid state / Temperature won"
whale,Cetacean,"Ocean giant sings / Largest creature in the sea / Majestic and vast"
hobby,Pastime,"Leisure fills the hours / What you do because you want / Joy in the pursuit"
wheel,Disc,"Round invention rolls / Civilization built on this / Transportation's base"
heart,Core,"Beating in the chest / Blood pumped to every corner / Love lives in this space"
disco,Dance,"Mirror ball spins light / Seventies groove fills the floor / Boogie through the night"
ethos,Character,"Spirit of a people / Values that define the group / Cultural essence"
curly,Wavy,"Spirals form the strands / Hair with natural bounce / Ringlets frame the face"
bathe,Wash,"Water cleanses all / Soap and scrub remove the grime / Hygiene satisfied"
style,Fashion,"Way of doing things / Personal expression shows / Distinctive approach"
tenth,Ordinal,"After nine comes this / Position in the lineup / Nearly at the end"
beget,Produce,"Creating the next / Parent brings forth the offspring / Generation made"
party,Celebration,"Gathering for fun / Festive atmosphere prevails / Good times shared by all"
chart,Graph,"Data visualized / Information made to see / Numbers become shapes"
anode,Electrode,"Positive terminal / Current flows into this point / Battery's component"
polyp,Growth,"Small bump emerges / Tissue that should not be there / Medical concern"
brook,Stream,"Small water flows past / Gentle current makes its way / Creek babbles along"
bully,Tormentor,"Power used to harm / Intimidation rules / Cruelty delivered"
lover,Partner,"Heart given to one / Romantic connection deep / Affection expressed"
empty,Vacant,"Nothing fills the space / Contents have departed here / Hollow remains now"
hello,Greeting,"First word at the meeting / Welcome opens the exchange / Friendly start begins"
quick,Fast,"Speed in the motion / No delay in getting done / Rapid execution"
wrath,Fury,"Anger unleashed full / Vengeance seeks its target now / Rage without restraint"
snaky,Winding,"Curves like serpent moves / Path that will not go straight / Twisting through the way"
index,Catalog,"Organized listing / Finding things made easier / Reference compiled"
scrub,Clean,"Friction does the work / Elbow grease removes the dirt / Spotless is the goal"
amiss,Wrong,"Something is not right / Out of order or of place / Error has occurred"
exact,Precise,"No variation / Accurate to the detail / Correct completely"
magma,Lava,"Molten rock below / Earth's blood boils underground / Volcano's source"
quest,Journey,"Seeking something more / Adventure with a purpose / Mission undertaken"
beach,Shore,"Sand meets the water / Waves lap at the sunlit coast / Vacation awaits"
spice,Seasoning,"Flavor enhanced here / Cooking needs this element / Taste transformed by this"
verve,Energy,"Vitality shows / Enthusiasm overflows / Spirit animated"
wordy,Verbose,"Too many words used / Brevity is not the goal / Length exceeds the need"
ocean,Sea,"Vast blue covers earth / Salt water stretches so far / Depths unknown to most"
choir,Chorus,"Voices join as one / Harmony fills up the space / Singing all together"
peace,Calm,"Conflict has resolved / Tranquility settles down / Serenity reigns"
write,Compose,"Pen moves on the page / Thoughts transferred to written form / Words become the text"
caper,Antic,"Playful leap takes off / Mischief fuels the escapade / Fun in the scheme"
audio,Sound,"What ears can perceive / Recording captures the waves / Listening made possible"
bride,Spouse,"Walking down the aisle / White dress marks the special day / Marriage begins here"
space,Room,"Emptiness between / Area available here / Void waiting to fill"
onion,Bulb,"Layers peel with tears / Pungent vegetable waits / Cooking's foundation"
await,Expect,"Patience holds its ground / What comes has not yet arrived / Anticipation"
giddy,Dizzy,"Lightheaded with joy / Excitement spins the senses / Happy past control"
birch,Tree,"White bark peels in strips / Northern forests grow this wood / Paper from the tree"
gnash,Grind,"Teeth clash together / Frustration or anger shows / Jaw works out the rage"
dwell,Reside,"Making home in place / Living in the location / Residence established"
rouse,Wake,"Stirring from the sleep / Energy returning now / Alertness arrives"
lucky,Fortunate,"Chance favors this one / Good things happen without cause / Fortune smiles on them"
quote,Cite,"Words borrowed with credit / Someone else said it first / Attribution given"
older,Elder,"More years than before / Time has added to the count / Aging continues"
whisk,Stir,"Wires spin through mix / Air incorporated fast / Batter becomes light"
clear,Transparent,"Nothing blocks the view / Visibility complete / Obvious to see"
rayon,Fabric,"Synthetic silk flows / Manufactured fiber drapes / Clothing material"
exert,Apply,"Effort pushed outward / Force directed at the task / Energy expended"
angel,Spirit,"Wings carry the light / Divine messenger appears / Heaven sends its voice"
music,Melody,"Notes arrange in time / Sound becomes the art of ears / Rhythm moves the soul"
frank,Candid,"Honesty direct / No sugarcoating the truth / Blunt but sincere"
close,Near,"Distance almost gone / Proximity achieved here / Separation small"
snare,Trap,"Catching what comes near / Device waits for the unwary / Capture mechanism"
stone,Rock,"Solid earth compressed / Hard material persists / Foundation beneath"
brush,Sweep,"Bristles do the work / Light contact moves things along / Quick strokes clean or paint"
carol,Song,"Christmas melody / Voices lift the festive tune / Holiday music"
right,Correct,"Accurate and true / The proper way it should be / No error present"
rocky,Stony,"Terrain rough with stones / Ground uneven to traverse / Hard landscape awaits"
loyal,Faithful,"Devotion stands firm / True to the commitment made / Trust never broken"
smile,Grin,"Lips curve with delight / Face shows happiness inside / Expression of joy"
